Constructing Redis connection URL from environment variables (Protocol: redis).
Connecting to: redis://<username>:<password>@10.41.94.3:6379/0
[DataManager] Data source preference set to: redis
DataManager initialized with Redis client (connecting).
Attempting to connect to Redis...
Redis client is ready (from db.ts promise).
Redis client is ready.
ok: gemini-t1-031 -> veo-3.1-fast-generate-preview
ok: gemini-t1-037 -> veo-2.0-generate-001
ok: gemini-t1-037 -> veo-3.0-generate-001
ok: gemini-t1-037 -> veo-3.0-fast-generate-001
ok: gemini-t1-037 -> veo-3.1-generate-preview
ok: gemini-t1-037 -> veo-3.1-fast-generate-preview
ok: gemini-t1-039 -> veo-2.0-generate-001
ok: gemini-t1-039 -> veo-3.0-generate-001
ok: gemini-t1-039 -> veo-3.0-fast-generate-001
ok: gemini-t1-039 -> veo-3.1-generate-preview
ok: gemini-t1-039 -> veo-3.1-fast-generate-preview
ok: gemini-t1-040 -> veo-2.0-generate-001
ok: gemini-t1-040 -> veo-3.0-generate-001
ok: gemini-t1-040 -> veo-3.0-fast-generate-001
ok: gemini-t1-040 -> veo-3.1-generate-preview
ok: gemini-t1-040 -> veo-3.1-fast-generate-preview
ok: gemini-t1-041 -> veo-2.0-generate-001
ok: gemini-t1-041 -> veo-3.0-generate-001
ok: gemini-t1-041 -> veo-3.0-fast-generate-001
ok: gemini-t1-041 -> veo-3.1-generate-preview
ok: gemini-t1-041 -> veo-3.1-fast-generate-preview
ok: gemini-t1-046 -> veo-2.0-generate-001
ok: gemini-t1-046 -> veo-3.0-generate-001
ok: gemini-t1-046 -> veo-3.0-fast-generate-001
ok: gemini-t1-046 -> veo-3.1-generate-preview
ok: gemini-t1-046 -> veo-3.1-fast-generate-preview
ok: gemini-t1-047 -> veo-2.0-generate-001
ok: gemini-t1-047 -> veo-3.0-generate-001
ok: gemini-t1-047 -> veo-3.0-fast-generate-001
ok: gemini-t1-047 -> veo-3.1-generate-preview
ok: gemini-t1-047 -> veo-3.1-fast-generate-preview
ok: gemini-t1-056 -> veo-2.0-generate-001
ok: gemini-t1-056 -> veo-3.0-generate-001
ok: gemini-t1-056 -> veo-3.0-fast-generate-001
ok: gemini-t1-056 -> veo-3.1-generate-preview
ok: gemini-t1-056 -> veo-3.1-fast-generate-preview
ok: gemini-t1-061 -> veo-2.0-generate-001
ok: gemini-t1-061 -> veo-3.0-generate-001
ok: gemini-t1-061 -> veo-3.0-fast-generate-001
ok: gemini-t1-061 -> veo-3.1-generate-preview
ok: gemini-t1-061 -> veo-3.1-fast-generate-preview
ok: gemini-t1-064 -> veo-2.0-generate-001
ok: gemini-t1-064 -> veo-3.0-generate-001
ok: gemini-t1-064 -> veo-3.0-fast-generate-001
ok: gemini-t1-064 -> veo-3.1-generate-preview
ok: gemini-t1-064 -> veo-3.1-fast-generate-preview
ok: gemini-t1-065 -> veo-2.0-generate-001
ok: gemini-t1-065 -> veo-3.0-generate-001
ok: gemini-t1-065 -> veo-3.0-fast-generate-001
ok: gemini-t1-065 -> veo-3.1-generate-preview
ok: gemini-t1-065 -> veo-3.1-fast-generate-preview
ok: gemini-t1-067 -> veo-2.0-generate-001
ok: gemini-t1-067 -> veo-3.0-generate-001
ok: gemini-t1-067 -> veo-3.0-fast-generate-001
ok: gemini-t1-067 -> veo-3.1-generate-preview
ok: gemini-t1-067 -> veo-3.1-fast-generate-preview
ok: gemini-t1-1a22679a -> veo-2.0-generate-001
ok: gemini-t1-1a22679a -> veo-3.0-generate-001
ok: gemini-t1-1a22679a -> veo-3.0-fast-generate-001
ok: gemini-t1-1a22679a -> veo-3.1-generate-preview
ok: gemini-t1-1a22679a -> veo-3.1-fast-generate-preview
ok: gemini-t1-1d89a97a -> veo-2.0-generate-001
ok: gemini-t1-1d89a97a -> veo-3.0-generate-001
ok: gemini-t1-1d89a97a -> veo-3.0-fast-generate-001
ok: gemini-t1-1d89a97a -> veo-3.1-generate-preview
ok: gemini-t1-1d89a97a -> veo-3.1-fast-generate-preview
ok: gemini-t1-26f03e35 -> veo-2.0-generate-001
ok: gemini-t1-26f03e35 -> veo-3.0-generate-001
ok: gemini-t1-26f03e35 -> veo-3.0-fast-generate-001
ok: gemini-t1-26f03e35 -> veo-3.1-generate-preview
ok: gemini-t1-26f03e35 -> veo-3.1-fast-generate-preview
ok: gemini-t1-27afae49 -> veo-2.0-generate-001
ok: gemini-t1-27afae49 -> veo-3.0-generate-001
ok: gemini-t1-27afae49 -> veo-3.0-fast-generate-001
ok: gemini-t1-27afae49 -> veo-3.1-generate-preview
ok: gemini-t1-27afae49 -> veo-3.1-fast-generate-preview
ok: gemini-t1-2a3cf1fc -> veo-2.0-generate-001
ok: gemini-t1-2a3cf1fc -> veo-3.0-generate-001
ok: gemini-t1-2a3cf1fc -> veo-3.0-fast-generate-001
ok: gemini-t1-2a3cf1fc -> veo-3.1-generate-preview
ok: gemini-t1-2a3cf1fc -> veo-3.1-fast-generate-preview
ok: gemini-t1-323f3ae3 -> veo-2.0-generate-001
ok: gemini-t1-323f3ae3 -> veo-3.0-generate-001
ok: gemini-t1-323f3ae3 -> veo-3.0-fast-generate-001
ok: gemini-t1-323f3ae3 -> veo-3.1-generate-preview
ok: gemini-t1-323f3ae3 -> veo-3.1-fast-generate-preview
ok: gemini-t1-3c040ab6 -> veo-2.0-generate-001
ok: gemini-t1-3c040ab6 -> veo-3.0-generate-001
ok: gemini-t1-3c040ab6 -> veo-3.0-fast-generate-001
ok: gemini-t1-3c040ab6 -> veo-3.1-generate-preview
ok: gemini-t1-3c040ab6 -> veo-3.1-fast-generate-preview
ok: gemini-t1-444896f2 -> veo-2.0-generate-001
ok: gemini-t1-444896f2 -> veo-3.0-generate-001
ok: gemini-t1-444896f2 -> veo-3.0-fast-generate-001
ok: gemini-t1-444896f2 -> veo-3.1-generate-preview
ok: gemini-t1-444896f2 -> veo-3.1-fast-generate-preview
ok: gemini-t1-5feba3b9 -> veo-2.0-generate-001
ok: gemini-t1-5feba3b9 -> veo-3.0-generate-001
ok: gemini-t1-5feba3b9 -> veo-3.0-fast-generate-001
ok: gemini-t1-5feba3b9 -> veo-3.1-generate-preview
ok: gemini-t1-5feba3b9 -> veo-3.1-fast-generate-preview
ok: gemini-t1-6ao36hf8 -> veo-2.0-generate-001
ok: gemini-t1-6ao36hf8 -> veo-3.0-generate-001
ok: gemini-t1-6ao36hf8 -> veo-3.0-fast-generate-001
ok: gemini-t1-6ao36hf8 -> veo-3.1-generate-preview
ok: gemini-t1-6ao36hf8 -> veo-3.1-fast-generate-preview
ok: gemini-t1-7882531e -> veo-2.0-generate-001
ok: gemini-t1-7882531e -> veo-3.0-generate-001
ok: gemini-t1-7882531e -> veo-3.0-fast-generate-001
ok: gemini-t1-7882531e -> veo-3.1-generate-preview
ok: gemini-t1-7882531e -> veo-3.1-fast-generate-preview
ok: gemini-t1-7914ebfc -> veo-2.0-generate-001
ok: gemini-t1-7914ebfc -> veo-3.0-generate-001
ok: gemini-t1-7914ebfc -> veo-3.0-fast-generate-001
ok: gemini-t1-7914ebfc -> veo-3.1-generate-preview
ok: gemini-t1-7914ebfc -> veo-3.1-fast-generate-preview
ok: gemini-t1-7ec1a8e8 -> veo-2.0-generate-001
ok: gemini-t1-7ec1a8e8 -> veo-3.0-generate-001
ok: gemini-t1-7ec1a8e8 -> veo-3.0-fast-generate-001
ok: gemini-t1-7ec1a8e8 -> veo-3.1-generate-preview
ok: gemini-t1-7ec1a8e8 -> veo-3.1-fast-generate-preview
ok: gemini-t1-7f1cb01a -> veo-2.0-generate-001
ok: gemini-t1-7f1cb01a -> veo-3.0-generate-001
ok: gemini-t1-7f1cb01a -> veo-3.0-fast-generate-001
ok: gemini-t1-7f1cb01a -> veo-3.1-generate-preview
ok: gemini-t1-7f1cb01a -> veo-3.1-fast-generate-preview
ok: gemini-t1-8f9c3a12 -> veo-2.0-generate-001
ok: gemini-t1-8f9c3a12 -> veo-3.0-generate-001
ok: gemini-t1-8f9c3a12 -> veo-3.0-fast-generate-001
ok: gemini-t1-8f9c3a12 -> veo-3.1-generate-preview
ok: gemini-t1-8f9c3a12 -> veo-3.1-fast-generate-preview
ok: gemini-t1-8ffd0282 -> veo-2.0-generate-001
ok: gemini-t1-8ffd0282 -> veo-3.0-generate-001
ok: gemini-t1-8ffd0282 -> veo-3.0-fast-generate-001
ok: gemini-t1-8ffd0282 -> veo-3.1-generate-preview
ok: gemini-t1-8ffd0282 -> veo-3.1-fast-generate-preview
ok: gemini-t1-a815ce31 -> veo-2.0-generate-001
ok: gemini-t1-a815ce31 -> veo-3.0-generate-001
ok: gemini-t1-a815ce31 -> veo-3.0-fast-generate-001
ok: gemini-t1-a815ce31 -> veo-3.1-generate-preview
ok: gemini-t1-a815ce31 -> veo-3.1-fast-generate-preview
ok: gemini-t1-c474d2af -> veo-2.0-generate-001
ok: gemini-t1-c474d2af -> veo-3.0-generate-001
ok: gemini-t1-c474d2af -> veo-3.0-fast-generate-001
ok: gemini-t1-c474d2af -> veo-3.1-generate-preview
ok: gemini-t1-c474d2af -> veo-3.1-fast-generate-preview
ok: gemini-t1-c6d5efe6 -> veo-2.0-generate-001
ok: gemini-t1-c6d5efe6 -> veo-3.0-generate-001
ok: gemini-t1-c6d5efe6 -> veo-3.0-fast-generate-001
ok: gemini-t1-c6d5efe6 -> veo-3.1-generate-preview
ok: gemini-t1-c6d5efe6 -> veo-3.1-fast-generate-preview
ok: gemini-t1-ca4c35ef -> veo-2.0-generate-001
ok: gemini-t1-ca4c35ef -> veo-3.0-generate-001
ok: gemini-t1-ca4c35ef -> veo-3.0-fast-generate-001
ok: gemini-t1-ca4c35ef -> veo-3.1-generate-preview
ok: gemini-t1-ca4c35ef -> veo-3.1-fast-generate-preview
ok: gemini-t1-cc180af0 -> veo-2.0-generate-001
ok: gemini-t1-cc180af0 -> veo-3.0-generate-001
ok: gemini-t1-cc180af0 -> veo-3.0-fast-generate-001
ok: gemini-t1-cc180af0 -> veo-3.1-generate-preview
ok: gemini-t1-cc180af0 -> veo-3.1-fast-generate-preview
ok: gemini-t1-d2854940 -> veo-2.0-generate-001
ok: gemini-t1-d2854940 -> veo-3.0-generate-001
ok: gemini-t1-d2854940 -> veo-3.0-fast-generate-001
ok: gemini-t1-d2854940 -> veo-3.1-generate-preview
ok: gemini-t1-d2854940 -> veo-3.1-fast-generate-preview
ok: gemini-t1-d3bf9789 -> veo-2.0-generate-001
ok: gemini-t1-d3bf9789 -> veo-3.0-generate-001
ok: gemini-t1-d3bf9789 -> veo-3.0-fast-generate-001
ok: gemini-t1-d3bf9789 -> veo-3.1-generate-preview
ok: gemini-t1-d3bf9789 -> veo-3.1-fast-generate-preview
ok: gemini-t1-d486e791 -> veo-2.0-generate-001
ok: gemini-t1-d486e791 -> veo-3.0-generate-001
ok: gemini-t1-d486e791 -> veo-3.0-fast-generate-001
ok: gemini-t1-d486e791 -> veo-3.1-generate-preview
ok: gemini-t1-d486e791 -> veo-3.1-fast-generate-preview
ok: gemini-t1-db2db65f -> veo-2.0-generate-001
ok: gemini-t1-db2db65f -> veo-3.0-generate-001
ok: gemini-t1-db2db65f -> veo-3.0-fast-generate-001
ok: gemini-t1-db2db65f -> veo-3.1-generate-preview
ok: gemini-t1-db2db65f -> veo-3.1-fast-generate-preview
ok: gemini-t1-e5ff20d2 -> veo-2.0-generate-001
ok: gemini-t1-e5ff20d2 -> veo-3.0-generate-001
ok: gemini-t1-e5ff20d2 -> veo-3.0-fast-generate-001
ok: gemini-t1-e5ff20d2 -> veo-3.1-generate-preview
ok: gemini-t1-e5ff20d2 -> veo-3.1-fast-generate-preview
ok: gemini-t1-e9692bfb -> veo-2.0-generate-001
ok: gemini-t1-e9692bfb -> veo-3.0-generate-001
ok: gemini-t1-e9692bfb -> veo-3.0-fast-generate-001
ok: gemini-t1-e9692bfb -> veo-3.1-generate-preview
ok: gemini-t1-e9692bfb -> veo-3.1-fast-generate-preview
ok: gemini-t1-f8490bae -> veo-2.0-generate-001
ok: gemini-t1-f8490bae -> veo-3.0-generate-001
ok: gemini-t1-f8490bae -> veo-3.0-fast-generate-001
ok: gemini-t1-f8490bae -> veo-3.1-generate-preview
ok: gemini-t1-f8490bae -> veo-3.1-fast-generate-preview
ok: gemini-t1-f893a177 -> veo-2.0-generate-001
ok: gemini-t1-f893a177 -> veo-3.0-generate-001
ok: gemini-t1-f893a177 -> veo-3.0-fast-generate-001
ok: gemini-t1-f893a177 -> veo-3.1-generate-preview
ok: gemini-t1-f893a177 -> veo-3.1-fast-generate-preview
ok: gemini-t1-fcd636c2 -> veo-2.0-generate-001
ok: gemini-t1-fcd636c2 -> veo-3.0-generate-001
ok: gemini-t1-fcd636c2 -> veo-3.0-fast-generate-001
ok: gemini-t1-fcd636c2 -> veo-3.1-generate-preview
ok: gemini-t1-fcd636c2 -> veo-3.1-fast-generate-preview
ok: gemini-t1-fee17c41 -> veo-2.0-generate-001
ok: gemini-t1-fee17c41 -> veo-3.0-generate-001
ok: gemini-t1-fee17c41 -> veo-3.0-fast-generate-001
ok: gemini-t1-fee17c41 -> veo-3.1-generate-preview
ok: gemini-t1-fee17c41 -> veo-3.1-fast-generate-preview
ok: gemini-t2-09af5505 -> veo-2.0-generate-001
ok: gemini-t2-09af5505 -> veo-3.0-generate-001
ok: gemini-t2-09af5505 -> veo-3.0-fast-generate-001
ok: gemini-t2-09af5505 -> veo-3.1-generate-preview
ok: gemini-t2-09af5505 -> veo-3.1-fast-generate-preview
ok: gemini-t2-77c18331 -> veo-2.0-generate-001
ok: gemini-t2-77c18331 -> veo-3.0-generate-001
ok: gemini-t2-77c18331 -> veo-3.0-fast-generate-001
ok: gemini-t2-77c18331 -> veo-3.1-generate-preview
ok: gemini-t2-77c18331 -> veo-3.1-fast-generate-preview
ok: gemini-t2-87f58e84 -> veo-2.0-generate-001
ok: gemini-t2-87f58e84 -> veo-3.0-generate-001
ok: gemini-t2-87f58e84 -> veo-3.0-fast-generate-001
ok: gemini-t2-87f58e84 -> veo-3.1-generate-preview
ok: gemini-t2-87f58e84 -> veo-3.1-fast-generate-preview
ok: gemini-t3-093 -> veo-2.0-generate-001
ok: gemini-t3-093 -> veo-3.0-generate-001
ok: gemini-t3-093 -> veo-3.0-fast-generate-001
ok: gemini-t3-093 -> veo-3.1-generate-preview
ok: gemini-t3-093 -> veo-3.1-fast-generate-preview
ok: gemini-t3-2443a4a1 -> veo-2.0-generate-001
ok: gemini-t3-2443a4a1 -> veo-3.0-generate-001
ok: gemini-t3-2443a4a1 -> veo-3.0-fast-generate-001
ok: gemini-t3-2443a4a1 -> veo-3.1-generate-preview
ok: gemini-t3-2443a4a1 -> veo-3.1-fast-generate-preview
ok: gemini-t3-b9ea4673 -> veo-2.0-generate-001
ok: gemini-t3-b9ea4673 -> veo-3.0-generate-001
ok: gemini-t3-b9ea4673 -> veo-3.0-fast-generate-001
ok: gemini-t3-b9ea4673 -> veo-3.1-generate-preview
ok: gemini-t3-b9ea4673 -> veo-3.1-fast-generate-preview
ok: gemini-t3-dfd58c34 -> veo-2.0-generate-001
ok: gemini-t3-dfd58c34 -> veo-3.0-generate-001
ok: gemini-t3-dfd58c34 -> veo-3.0-fast-generate-001
ok: gemini-t3-dfd58c34 -> veo-3.1-generate-preview
ok: gemini-t3-dfd58c34 -> veo-3.1-fast-generate-preview
ok: gemini-t3-ed504f85 -> veo-2.0-generate-001
ok: gemini-t3-ed504f85 -> veo-3.0-generate-001
ok: gemini-t3-ed504f85 -> veo-3.0-fast-generate-001
ok: gemini-t3-ed504f85 -> veo-3.1-generate-preview
ok: gemini-t3-ed504f85 -> veo-3.1-fast-generate-preview
ok: gemini-t3-force -> veo-2.0-generate-001
ok: gemini-t3-force -> veo-3.0-generate-001
ok: gemini-t3-force -> veo-3.0-fast-generate-001
ok: gemini-t3-force -> veo-3.1-generate-preview
ok: gemini-t3-force -> veo-3.1-fast-generate-preview
ok: gemini-tFree-e93cf4d1 -> veo-2.0-generate-001
ok: gemini-tFree-e93cf4d1 -> veo-3.0-generate-001
ok: gemini-tFree-e93cf4d1 -> veo-3.0-fast-generate-001
ok: gemini-tFree-e93cf4d1 -> veo-3.1-generate-preview
ok: gemini-tFree-e93cf4d1 -> veo-3.1-fast-generate-preview
error: openai-mock -> models list fetch failed
removed: openai-t?-015 -> gpt-image-1 (not listed in /v1/models)
removed: openai-t?-015 -> gpt-image-1-mini (not listed in /v1/models)
removed: openai-t?-015 -> gpt-image-1.5 (not listed in /v1/models)
removed: openai-t?-015 -> chatgpt-image-latest (not listed in /v1/models)
removed: openai-t?-015 -> dall-e-3 (not listed in /v1/models)
removed: openai-t?-015 -> dall-e-2 (not listed in /v1/models)
removed: openai-t?-015 -> sora-2 (not listed in /v1/models)
removed: openai-t?-015 -> sora-2-pro (not listed in /v1/models)
removed: openai-t?-031 -> gpt-image-1 (not listed in /v1/models)
removed: openai-t?-031 -> gpt-image-1-mini (not listed in /v1/models)
removed: openai-t?-031 -> gpt-image-1.5 (not listed in /v1/models)
removed: openai-t?-031 -> chatgpt-image-latest (not listed in /v1/models)
removed: openai-t?-031 -> dall-e-3 (not listed in /v1/models)
removed: openai-t?-031 -> dall-e-2 (not listed in /v1/models)
removed: openai-t?-031 -> sora-2 (not listed in /v1/models)
removed: openai-t?-031 -> sora-2-pro (not listed in /v1/models)
ok: openai-t?-109ba744 -> gpt-image-1
removed: openai-t?-109ba744 -> gpt-image-1-mini (not listed in /v1/models)
removed: openai-t?-109ba744 -> gpt-image-1.5 (not listed in /v1/models)
removed: openai-t?-109ba744 -> chatgpt-image-latest (not listed in /v1/models)
removed: openai-t?-109ba744 -> dall-e-3 (not listed in /v1/models)
removed: openai-t?-109ba744 -> dall-e-2 (not listed in /v1/models)
removed: openai-t?-109ba744 -> sora-2 (not listed in /v1/models)
removed: openai-t?-109ba744 -> sora-2-pro (not listed in /v1/models)
removed: openai-t?-50f96660 -> gpt-image-1 (not listed in /v1/models)
removed: openai-t?-50f96660 -> gpt-image-1-mini (not listed in /v1/models)
removed: openai-t?-50f96660 -> gpt-image-1.5 (not listed in /v1/models)
removed: openai-t?-50f96660 -> chatgpt-image-latest (not listed in /v1/models)
removed: openai-t?-50f96660 -> dall-e-3 (not listed in /v1/models)
removed: openai-t?-50f96660 -> dall-e-2 (not listed in /v1/models)
removed: openai-t?-50f96660 -> sora-2 (not listed in /v1/models)
removed: openai-t?-50f96660 -> sora-2-pro (not listed in /v1/models)
